City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Barcelona,1992,Aquatics,Swimming,4x200m freestyle relay,"KOUDRIAVTSEV, Alexei",Men,EUN,Unified team,M,Gold
Barcelona,1992,Aquatics,Swimming,400m freestyle,"SADOVYI, Evgueni",Men,EUN,Unified team,M,Gold
Barcelona,1992,Aquatics,Swimming,200m backstroke,"SELKOV, Vladimir",Men,EUN,Unified team,M,Silver
Barcelona,1992,Aquatics,Swimming,4x100m medley relay,"KIRITCHENKO, Olga",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Aquatics,Swimming,4x100m medley relay,"MESHCHERYAKOVA, Natalia",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"KARABOUTOV, Vladimir",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"OGORODNIKOV, Alexandre",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"BELOFASTOV, Andrei",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"NAUMOV, Sergey",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"KOVALENKO, Alexandre",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"CHARONOV, Evgueni",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"APANASSENKO, Dmitri",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"GORSHKOV, Dmitry",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"TCHIGUIR, Alexandre",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"KOLOTOV, Aleksandr",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"KOZLOV, Nikolai",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Aquatics,Water polo,water polo,"MARKOTCH, Serguei",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"VALEEVA, Natalia",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"ARZHANNIKOVA, Lyudmila",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"KVRIVICHVILI, Khatouna",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Archery,Archery,individual (FITA Olympic round - 70m),"VALEEVA, Natalia",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Athletics,Athletics,hammer throw,"NIKOULINE, Igor",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Athletics,Athletics,4x100m relay,"MALTCHOUGUINA, Galina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,pole vault,"TRANDENKOV, Igor",Men,EUN,Unified team,M,Silver
Barcelona,1992,Athletics,Athletics,4x100m relay,"BOGOSLOVSKAYA, Olga",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,10000m walk,"NIKOLAYEVA, Yelena",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,100m,"PRIVALOVA, Irina",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Athletics,Athletics,800m,"NURUTDINOVA, Lilia",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,4x400m relay,"DJIGALOVA, Lioudmila",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,hammer throw,"ABDUVALIEV, Andrey",Men,EUN,Unified team,M,Gold
Barcelona,1992,Athletics,Athletics,3000m,"ROMANOVA, Elena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,shot put,"KRIVELYOVA, Svetlana",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,4x400m relay,"NURUTDINOVA, Lilia",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,4x400m relay,"CHMONINA, Marina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,javelin throw,"SHIKOLENKO, Natalia",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,1500m,"ROGACHEVA, Liudmila",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,shot put,"LYKHO, Viatcheslav",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Athletics,Athletics,long jump,"KRAVETS, Inessa",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,3000m,"DOROVSKIH, Tatiana",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,4x400m relay,"BRYZGINA, Olga",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,hammer throw,"ASTAPKOVICH, Igor",Men,EUN,Unified team,M,Silver
Barcelona,1992,Athletics,Athletics,400m,"BRYZGINA, Olga",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,heptathlon,"BELOVA, Irina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,marathon,"YEGOROVA, Valentina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,50km walk,"PERLOV, Andrey",Men,EUN,Unified team,M,Gold
Barcelona,1992,Athletics,Athletics,4x100m relay,"TRANDENKOVA, Marina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,pole vault,"TARASOV, Maksim",Men,EUN,Unified team,M,Gold
Barcelona,1992,Athletics,Athletics,4x400m relay,"ROUZINA, Yelena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Athletics,Athletics,4x100m relay,"PRIVALOVA, Irina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Athletics,Athletics,4x400m relay,"NAZAROVA, Olga",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"SOUMNIKOVA, Irina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"TORNIKIDOU, Elena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"BOUNATIANTS, Elen",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"BARANOVA, Elena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"MINKH, Irina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"TKACHENKO, Marina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"GERLITS, Irina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"CHVAIBOVITCH, Elena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"ZABOLOUEVA, Svetlana",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"ZHIRKO, Elena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"KHOUDACHOVA, Elena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Basketball,Basketball,basketball,"ZASSOULSKAIA, Natalia",Women,EUN,Unified team,W,Gold
Barcelona,1992,Boxing,Boxing,75 - 81kg (light-heavyweight),"ZAOULITCHNI, Rostislav",Men,EUN,Unified team,M,Silver
Barcelona,1992,Boxing,Boxing,54 - 57kg (featherweight),"PALIANI, Ramazi",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"MASSEIKOV, Alexandre",Men,EUN,Unified team,M,Gold
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"SLIWINSKI, Michal",Men,EUN,Unified team,M,Silver
Barcelona,1992,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"DOVGALYONOK, Dmitri",Men,EUN,Unified team,M,Gold
Barcelona,1992,Fencing,Fencing,sabre team,"CHIRCHOV, Aleksander",Men,EUN,Unified team,M,Gold
Barcelona,1992,Fencing,Fencing,sabre team,"POGOSSOV, Gueorgui",Men,EUN,Unified team,M,Gold
Barcelona,1992,Fencing,Fencing,épée team,"KRAVTCHOUK, Serguei",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Fencing,Fencing,épée individual,"KOLOBKOV, Pavel",Men,EUN,Unified team,M,Silver
Barcelona,1992,Fencing,Fencing,épée team,"CHOUVALOV, Andrei",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Fencing,Fencing,épée team,"ZAKHAREVITCH, Valeri",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"GUTTSAYT, Vadim",Men,EUN,Unified team,M,Gold
Barcelona,1992,Fencing,Fencing,épée team,"KOLOBKOV, Pavel",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"KIRIYENKO, Grigorii",Men,EUN,Unified team,M,Gold
Barcelona,1992,Fencing,Fencing,épée team,"KOSTAREV, Serguei",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Fencing,Fencing,foil individual,"GOLUBYTSKY, Serguei",Men,EUN,Unified team,M,Silver
Barcelona,1992,Fencing,Fencing,foil individual,"SADOVSKAIA, Tatiana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Fencing,Fencing,sabre team,"POZDNYAKOV, Stanislav",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GROUDNEVA, Elena",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"SCHERBO, Vitaly",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"CHUSOVITINA, Oxana.",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"BOGUINSKAIA, Svetlana",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"KOROBCHINSKI, Igor",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Gymnastics,Artistic G.,pommel horse,"SCHERBO, Vitaly",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GALIEVA, Roza",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"GOUTSOU, Tatiana",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"BELENKI, Valeri",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"GOUTSOU, Tatiana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"MISUTIN, Grigori",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,uneven bars,"GOUTSOU, Tatiana",Women,EUN,Unified team,W,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"KOROBCHINSKI, Igor",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"GOUTSOU, Tatiana",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"BELENKI, Valeri",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Gymnastics,Artistic G.,parallel bars,"SCHERBO, Vitaly",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,balance beam,"LYSSENKO, Tatiana",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,individual all-round,"MISUTIN, Grigori",Men,EUN,Unified team,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,team competition,"SCHERBO, Vitaly",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,horizontal bar,"MISUTIN, Grigori",Men,EUN,Unified team,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,floor exercises,"MISUTIN, Grigori",Men,EUN,Unified team,M,Silver
Barcelona,1992,Gymnastics,Artistic G.,vault,"LYSSENKO, Tatiana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Gymnastics,Artistic G.,team competition,"SHARIPOV, Roustam",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,vault,"SCHERBO, Vitaly",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"VOROPAEV, Aleksei",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,team competition,"LYSSENKO, Tatiana",Women,EUN,Unified team,W,Gold
Barcelona,1992,Gymnastics,Artistic G.,rings,"SCHERBO, Vitaly",Men,EUN,Unified team,M,Gold
Barcelona,1992,Gymnastics,Artistic G.,vault,"MISUTIN, Grigori",Men,EUN,Unified team,M,Silver
Barcelona,1992,Gymnastics,Rhythmic G.,individual all-round,"SKALDINA, Oksana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Gymnastics,Rhythmic G.,individual all-round,"TIMOSHENKO, Alexandra",Women,EUN,Unified team,W,Gold
Barcelona,1992,Handball,Handball,handball,"MORSKOVA, Natalia",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"GOUDZ, Lioudmila",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"GOUSSEVA, Elina",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"GOPINE, Valeri",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"LAVROV, Andrey",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"BOGDANOVA, Svetlana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"GORB, Tatiana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"DOUICHEBAEV, Talant",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"DERIOUGUINA, Natalia",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"KISSELEV, Oleg",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"BAZANOVA, Marina",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"GREBNEV, Oleg",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"TCHOUMAK, Igor",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"BEBECHKO, Serguei",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"ONOPRIENKO, Galina",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"KOUDINOV, Vassili",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"ANISIMOVA, Natalya",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"KISSELEVA, Larissa",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"BORZENKOVA, Galina",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"DJANDJGAVA, Tatiana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"PRIAHINA, Svetlana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Handball,Handball,handball,"IAKIMOVITCH, Mikhail",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"VASSILIEV, Igor",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"BARBACHINSKI, Andrei",Men,EUN,Unified team,M,Gold
Barcelona,1992,Handball,Handball,handball,"GAVRILOV, Yuri",Men,EUN,Unified team,M,Gold
Barcelona,1992,Judo,Judo,86 - 95kg (half-heavyweight),"SERGUEEV, Dmitri",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Judo,Judo,+ 95kg (heavyweight),"KHAKHALEICHVILI, David",Men,EUN,Unified team,M,Gold
Barcelona,1992,Judo,Judo,- 60 kg,"GUSEYNOV, Nazim",Men,EUN,Unified team,M,Gold
Barcelona,1992,Judo,Judo,56 - 61kg (half-middleweight),"PETROVA, Elena",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Modern Pentathlon,Modern Pentath.,Individual competition,"ZENOVKA, Edouard",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Modern Pentathlon,Modern Pentath.,Team competition,"ZENOVKA, Edouard",Men,EUN,Unified team,M,Silver
Barcelona,1992,Modern Pentathlon,Modern Pentath.,Team competition,"STAROSTIN, Anatoli",Men,EUN,Unified team,M,Silver
Barcelona,1992,Modern Pentathlon,Modern Pentath.,Team competition,"SVATKOVSKIY, Dmitri",Men,EUN,Unified team,M,Silver
Barcelona,1992,Rowing,Rowing,quadruple sculls without coxswain (4x),"ZELIKOVITCH, Antonina",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Rowing,Rowing,quadruple sculls without coxswain (4x),"KARSTEN, Ekaterina",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Rowing,Rowing,quadruple sculls without coxswain (4x),"KHLOPTSEVA, Elena",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Rowing,Rowing,quadruple sculls without coxswain (4x),"USTYUZHANINA, Tatiana",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Shooting,Shooting,10m air pistol (60 shots),"PYZHYANOV, Serguei",Men,EUN,Unified team,M,Silver
Barcelona,1992,Shooting,Shooting,25m rapid fire pistol (60 shots),"VOKHMIANINE, Vladimir",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Shooting,Shooting,25m pistol (30+30 shots),"LOGVINENKO, Marina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Shooting,Shooting,50m rifle 3 positions (3x40 shots),"PETIKYAN, Gratchia Gratsian Hrachya",Men,EUN,Unified team,M,Gold
Barcelona,1992,Shooting,Shooting,50m pistol (60 shots),"LOUKACHIK, Konstantine",Men,EUN,Unified team,M,Gold
Barcelona,1992,Shooting,Shooting,50m running target (30+30 shots),"ASRABAEV, Anatoli",Men,EUN,Unified team,M,Silver
Barcelona,1992,Shooting,Shooting,10m air pistol (40 shots),"LOGVINENKO, Marina",Women,EUN,Unified team,W,Gold
Barcelona,1992,Shooting,Shooting,10m air rifle (60 shots),"FEDKINE, Iouri",Men,EUN,Unified team,M,Gold
Barcelona,1992,Tennis,Tennis,singles,"CHERKASOV, Andrei",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Tennis,Tennis,doubles,"MESKHI, Leila",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Tennis,Tennis,doubles,"ZVEREVA, Natalya",Women,EUN,Unified team,W,Bronze
Barcelona,1992,Volleyball,Volleyball,volleyball,"MOROZOVA, Natalia",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"MENCHOVA, Tatiana",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"SMIRNOVA, Irina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"KORITOVA, Svetlana",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"NIKOULINA, Marina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"LEBEDEVA, Galina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"SIDORENKO, Tatyana",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"ARTAMONOVA, Evgenya",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"VASSILEVSKAIA, Svetlana",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"OGIENKO, Valentina",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"TYURINA, Elena",Women,EUN,Unified team,W,Silver
Barcelona,1992,Volleyball,Volleyball,volleyball,"TCHEBOUKINA, Elena",Women,EUN,Unified team,W,Silver
Barcelona,1992,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)","SYRTSOV, Serguei",Men,EUN,Unified team,M,Silver
Barcelona,1992,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)","AKOEV, Artour",Men,EUN,Unified team,M,Silver
Barcelona,1992,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)","KURLOVICH, Alexandre",Men,EUN,Unified team,M,Gold
Barcelona,1992,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)","TARANENKO, Leonid",Men,EUN,Unified team,M,Silver
Barcelona,1992,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)","KAKIASVILIS, Akakios",Men,EUN,Unified team,M,Gold
Barcelona,1992,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)","TREGOUBOV, Victor",Men,EUN,Unified team,M,Gold
Barcelona,1992,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)","KASSAPU, Fedor",Men,EUN,Unified team,M,Gold
Barcelona,1992,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)","TAIMAZOV, Timour",Men,EUN,Unified team,M,Silver
Barcelona,1992,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)","MILITOSIAN, Israel",Men,EUN,Unified team,M,Gold
Barcelona,1992,Wrestling,Wrestling Free.,- 48kg (light-flyweight),"ORUDZHOV, Vougar",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),"SMAL, Serguei",Men,EUN,Unified team,M,Silver
Barcelona,1992,Wrestling,Wrestling Free.,62 - 68kg (lightweight),"FADZAEV, Arsen",Men,EUN,Unified team,M,Gold
Barcelona,1992,Wrestling,Wrestling Free.,74 - 82kg (middleweight),"JABRAILOV, Elmadi",Men,EUN,Unified team,M,Silver
Barcelona,1992,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),"KHABELOV, Leri",Men,EUN,Unified team,M,Gold
Barcelona,1992,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),"KHADARTSEV, Makharbek",Men,EUN,Unified team,M,Gold
Barcelona,1992,Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),"GOBEDJICHVILI, David",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),"ISKANDARIAN, Mnatsakan",Men,EUN,Unified team,M,Gold
Barcelona,1992,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),"TER-MKRTCHYAN, Alfred",Men,EUN,Unified team,M,Silver
Barcelona,1992,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),"DOUGOUTCHIEV, Islam",Men,EUN,Unified team,M,Silver
Barcelona,1992,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),"TOURLYKHANOV, Daoulet",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),"MARTYNOV, Serguei",Men,EUN,Unified team,M,Silver
Barcelona,1992,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),"KOUTCHERENKO, Oleg",Men,EUN,Unified team,M,Gold
Barcelona,1992,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),"DEMIACHKIEVITCH, Serguei",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),"KOGOUACHVILI, Gogui",Men,EUN,Unified team,M,Bronze
Barcelona,1992,Wrestling,Wrestling Gre-R,100 - 130kg (super heavyweight),"KARELIN, Aleksandr",Men,EUN,Unified team,M,Gold
Barcelona,1992,Aquatics,Swimming,200m breaststroke,"GILLINGHAM, Nick",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Archery,Archery,individual (FITA Olympic round - 70m),"TERRY, Simon",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"TERRY, Simon",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"HALLARD, Steven",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Archery,Archery,team (FITA Olympic round - 70m),"PRIESTMAN, Richard John",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,400m hurdles,"AKABUSI, Kriss Kezie Uche",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"DOUGLAS, Sandra Marie",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"GUNNELL, Sally Janet Jane",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Athletics,Athletics,javelin throw,"BACKLEY, Steve",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"SMITH, Phylis",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Athletics,Athletics,400m hurdles,"GUNNELL, Sally Janet Jane",Women,GBR,United Kingdom,W,Gold
Barcelona,1992,Athletics,Athletics,4x400m relay,"RICHARDSON, Mark Ashton",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"STOUTE, Jennifer",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"LADEJO, Duaine",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"REGIS, John Paul Lyndon",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,100m,"CHRISTIE, Linford",Men,GBR,United Kingdom,M,Gold
Barcelona,1992,Athletics,Athletics,4x400m relay,"GRINDLEY, David Allan",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"BLACK, Roger",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Athletics,Athletics,4x400m relay,"AKABUSI, Kriss Kezie Uche",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Boxing,Boxing,67 - 71kg (light-middleweight),"REID, Robin David",Men,GBR,United Kingdom,M,Bronze
Barcelona,1992,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),"MARRIOTT, Gareth John",Men,GBR,United Kingdom,M,Silver
Barcelona,1992,Cycling,Cycling Track,Individual Pursuit,"BOARDMAN, Christopher Miles",Men,GBR,United Kingdom,M,Gold
Barcelona,1992,Hockey,Hockey,hockey,"BAYLISS, Lisa Jayne",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"SIXSMITH, Jane Theresa",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"JOHNSON, Kathryn Louise",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"DIXON, Victoria Jane",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"MILLER, Tammy Kelly",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"MORGAN, Helen Jane",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"NEVILL, Mary Elizabeth",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"LISTER, Sandie",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"FRASER, Susan Barbara",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"BROWN, Karen",Women,GBR,United Kingdom,W,Bronze
Barcelona,1992,Hockey,Hockey,hockey,"ATKINS, Gillian",Women,GBR,United Kingdom,W,Bronze
